EMP_NUM,SAL_FROM,SAL_END,SAL_AMOUNT
83476,4/3/1991,4/2/1992,23810
83476,4/4/1990,4/3/1991,23120
83476,4/5/1989,4/3/1990,22450
83476,4/4/1988,4/4/1989,21380
83476,4/4/1987,4/3/1988,19800
83476,4/5/1986,4/4/1987,19220
83477,7/3/2013, NULL ,30250
83477,7/2/2012,7/2/2013,29370
83477,7/2/2011,7/1/2012,27970
83477,7/3/2010,7/2/2011,26640
83477,7/4/2009,7/2/2010,24670
83477,7/3/2008,7/3/2009,23950
83477,7/3/2007,7/2/2008,23250
83480,2/8/2013, NULL ,38100
83480,2/8/2012,2/7/2013,36990
83480,2/9/2011,2/8/2012,35230
83480,2/10/2010,2/8/2011,33550
83480,2/9/2009,2/9/2010,31950
83480,2/9/2008,2/8/2009,30430
83480,2/10/2007,2/9/2008,28980
83480,2/11/2006,2/9/2007,26350
83480,2/10/2005,2/10/2006,25580
83480,2/10/2004,2/9/2005,23690
83480,2/11/2003,2/10/2004,22560
83495,11/26/2008,11/26/2009,21370
83495,11/26/2007,11/25/2008,20750
83495,11/27/2006,11/26/2007,19760
83495,11/28/2005,11/26/2006,18300
83495,11/27/2004,11/27/2005,17430
83495,11/27/2003,11/26/2004,16920
83495,11/28/2002,11/27/2003,16110
83495,11/29/2001,11/27/2002,15340
83495,11/28/2000,11/28/2001,14610
83495,11/28/1999,11/27/2000,13910
83495,11/29/1998,11/28/1999,13500
83495,11/30/1997,11/28/1998,13110
83495,11/29/1996,11/29/1997,12490
83495,11/29/1995,11/28/1996,12130
83495,11/30/1994,11/29/1995,11550
83495,12/1/1993,11/29/1994,11210
83495,11/30/1992,11/30/1993,10880
83495,11/30/1991,11/29/1992,10560
83495,12/1/1990,11/30/1991,9600
83495,12/2/1989,11/30/1990,9140
83495,12/1/1988,12/1/1989,8700
83495,12/1/1987,11/30/1988,8290
83495,12/2/1986,12/1/1987,7900
83495,12/3/1985,12/1/1986,7520
83495,11/26/2013, NULL ,26250
83495,11/25/2012,11/25/2013,25000
83495,11/25/2011,11/24/2012,24270
83495,11/26/2010,11/25/2011,23110
83495,11/27/2009,11/25/2010,22440
83503,5/22/2013, NULL ,76020
83503,5/21/2012,5/21/2013,72400
83503,5/21/2011,5/20/2012,70290
83503,5/22/2010,5/21/2011,68240
83503,5/23/2009,5/21/2010,64990
83503,5/22/2008,5/22/2009,63100
83503,5/22/2007,5/21/2008,60100
83503,5/23/2006,5/22/2007,58350
83503,5/24/2005,5/22/2006,55570
83503,5/23/2004,5/23/2005,53950
83503,5/23/2003,5/22/2004,52380
83503,5/24/2002,5/23/2003,49890
83503,5/25/2001,5/23/2002,46190
83503,5/24/2000,5/24/2001,43990
83503,5/24/1999,5/23/2000,42710
83503,5/25/1998,5/24/1999,41470
83503,5/26/1997,5/24/1998,39500
83503,5/25/1996,5/25/1997,38350
83503,5/25/1995,5/24/1996,35510
83503,5/26/1994,5/25/1995,33820
83503,5/27/1993,5/25/1994,32830
83503,5/26/1992,5/26/1993,31870
83503,5/26/1991,5/25/1992,30940
83503,5/27/1990,5/26/1991,30040
83503,5/28/1989,5/26/1990,27810
83503,5/27/1988,5/27/1989,27000
83503,5/27/1987,5/26/1988,25710
83503,5/28/1986,5/27/1987,24490
83503,5/29/1985,5/27/1986,23320
83503,5/28/1984,5/28/1985,21590
83503,5/28/1983,5/27/1984,20560
83503,5/29/1982,5/28/1983,19040
83503,5/30/1981,5/28/1982,18490
83503,5/29/1980,5/29/1981,17610
83503,5/29/1979,5/28/1980,17100
83504,5/1/2013, NULL ,77440
83504,4/30/2012,4/30/2013,75180
83504,4/30/2011,4/29/2012,69610
83504,5/1/2010,4/30/2011,67580
83504,5/2/2009,4/30/2010,64360
83504,5/1/2008,5/1/2009,61300
83504,5/1/2007,4/30/2008,59510
83504,5/2/2006,5/1/2007,57780
83504,5/3/2005,5/1/2006,55030
83504,5/2/2004,5/2/2005,50950
83504,5/2/2003,5/1/2004,48520
83504,5/3/2002,5/2/2003,47110
83504,5/4/2001,5/2/2002,45740
83504,5/3/2000,5/3/2001,44410
83504,5/3/1999,5/2/2000,43120
83504,5/4/1998,5/3/1999,41070
83504,5/5/1997,5/3/1998,39110
83504,5/4/1996,5/4/1997,37970
83504,5/4/1995,5/3/1996,36860
83504,5/5/1994,5/4/1995,35790
83504,5/6/1993,5/4/1994,33140
83504,5/5/1992,5/5/1993,31560
83504,5/5/1991,5/4/1992,30060
83504,5/6/1990,5/5/1991,29180
83504,5/7/1989,5/5/1990,28330
83504,5/6/1988,5/6/1989,27500
83504,5/6/1987,5/5/1988,26700
83504,5/7/1986,5/6/1987,25430
83504,5/8/1985,5/6/1986,23550
83504,5/7/1984,5/7/1985,21810
83504,5/7/1983,5/6/1984,20770
83509,7/10/2013, NULL ,210000
83509,7/9/2012,7/9/2013,190910
83509,7/9/2011,7/8/2012,185350
83509,7/10/2010,7/9/2011,179950
83509,7/11/2009,7/9/2010,174710
83509,7/10/2008,7/10/2009,169620
83509,7/10/2007,7/9/2008,164680
83509,7/11/2006,7/10/2007,149710
83509,7/12/2005,7/10/2006,138620
83509,7/11/2004,7/11/2005,132020
83509,7/11/2003,7/10/2004,128170
83509,7/12/2002,7/11/2003,122070
83509,7/13/2001,7/11/2002,118510
83509,7/12/2000,7/12/2001,112870
83509,7/12/1999,7/11/2000,104510
83509,7/13/1998,7/12/1999,101470
83509,7/14/1997,7/12/1998,93950
83509,7/13/1996,7/13/1997,91210
83509,7/13/1995,7/12/1996,84450
83509,7/14/1994,7/13/1995,81990
83509,7/15/1993,7/13/1994,79600
83509,7/14/1992,7/14/1993,72360
83511,12/14/2013, NULL ,57300
83511,12/13/2012,12/13/2013,55630
83511,12/13/2011,12/12/2012,51510
83511,12/14/2010,12/13/2011,50010
83511,12/15/2009,12/13/2010,48550
83511,12/14/2008,12/14/2009,47140
83511,12/14/2007,12/13/2008,42850
83511,12/15/2006,12/14/2007,41600
83511,12/16/2005,12/14/2006,40390
83511,12/15/2004,12/15/2005,39210
83511,12/15/2003,12/14/2004,37340
83511,12/16/2002,12/15/2003,36250
83511,12/17/2001,12/15/2002,34520
83511,12/16/2000,12/16/2001,33510
83511,12/16/1999,12/15/2000,32530
83511,12/17/1998,12/16/1999,30120
83511,12/18/1997,12/16/1998,29240
83511,12/17/1996,12/17/1997,28390
83511,12/17/1995,12/16/1996,27040
83511,12/18/1994,12/17/1995,26250
83511,12/19/1993,12/17/1994,25000
83511,12/18/1992,12/18/1993,24270
83511,12/18/1991,12/17/1992,23110
83511,12/19/1990,12/18/1991,22010
83511,12/20/1989,12/18/1990,20960
83511,12/19/1988,12/19/1989,19410
83511,12/19/1987,12/18/1988,18490
83511,12/20/1986,12/19/1987,17950
83511,12/21/1985,12/19/1986,17100
83511,12/20/1984,12/20/1985,15550
83511,12/20/1983,12/19/1984,15100
83511,12/21/1982,12/20/1983,14660
83511,12/22/1981,12/20/1982,14230
83511,12/21/1980,12/21/1981,13550
83511,12/21/1979,12/20/1980,12900
83517,8/14/2013, NULL ,44700
83517,8/13/2012,8/13/2013,42570
83517,8/13/2011,8/12/2012,39420
83517,8/14/2010,8/13/2011,38270
83517,8/15/2009,8/13/2010,37160
83517,8/14/2008,8/14/2009,36080
83517,8/14/2007,8/13/2008,32800
83517,8/15/2006,8/14/2007,31240
83517,8/16/2005,8/14/2006,29750
83517,8/15/2004,8/15/2005,28330
83517,8/15/2003,8/14/2004,26980
83517,8/16/2002,8/15/2003,26190
83517,8/17/2001,8/15/2002,24940
83517,8/16/2000,8/16/2001,23750
83517,8/16/1999,8/15/2000,23060
83519,10/21/2013, NULL ,36750
83519,10/20/2012,10/20/2013,35000
83519,10/20/2011,10/19/2012,32410
83519,10/21/2010,10/20/2011,29460
83519,10/22/2009,10/20/2010,28600
83519,10/21/2008,10/21/2009,27240
83519,10/21/2007,10/20/2008,25940
83519,10/22/2006,10/21/2007,25180
83519,10/23/2005,10/21/2006,24450
83519,10/22/2004,10/22/2005,22640
83519,10/22/2003,10/21/2004,20960
83519,10/23/2002,10/22/2003,19410
83519,10/24/2001,10/22/2002,18840
83521,10/13/2013, NULL ,54300
83521,10/12/2012,10/12/2013,51710
83521,10/12/2011,10/11/2012,50200
83521,10/13/2010,10/12/2011,48740
83521,10/14/2009,10/12/2010,46420
83521,10/13/2008,10/13/2009,44210
83527,6/10/2013, NULL ,37500
83527,6/9/2012,6/9/2013,36410
83527,6/9/2011,6/8/2012,35350
83527,6/10/2010,6/9/2011,34320
83527,6/11/2009,6/9/2010,33320
83527,6/10/2008,6/10/2009,32350
83527,6/10/2007,6/9/2008,29410
83527,6/11/2006,6/10/2007,27230
83527,6/12/2005,6/10/2006,25930
83527,6/11/2004,6/11/2005,24700
83527,6/11/2003,6/10/2004,23980
83527,6/12/2002,6/11/2003,22200
83527,6/13/2001,6/11/2002,21550
83527,6/12/2000,6/12/2001,20520
83527,6/12/1999,6/11/2000,19000
83527,6/13/1998,6/12/1999,18100
83527,6/14/1997,6/12/1998,17240
83527,6/13/1996,6/13/1997,15670
83527,6/13/1995,6/12/1996,14250
83527,6/14/1994,6/13/1995,13570
83527,6/15/1993,6/13/1994,13170
83527,6/14/1992,6/14/1993,12790
83527,6/14/1991,6/13/1992,12420
83527,6/15/1990,6/14/1991,12060
83527,6/16/1989,6/14/1990,11710
83527,6/15/1988,6/15/1989,10840
83527,6/15/1987,6/14/1988,10320
83527,6/16/1986,6/15/1987,10020
83527,6/17/1985,6/15/1986,9540
83527,6/16/1984,6/16/1985,9260
83529,7/22/2013, NULL ,49800
83529,7/21/2012,7/21/2013,46110
83529,7/21/2011,7/20/2012,44770
83529,7/22/2010,7/21/2011,41450
83529,7/23/2009,7/21/2010,40240
83529,7/22/2008,7/22/2009,39070
83529,7/22/2007,7/21/2008,37930
83529,7/23/2006,7/22/2007,36830
83529,7/24/2005,7/22/2006,34100
83529,7/23/2004,7/23/2005,33110
83529,7/23/2003,7/22/2004,30660
83529,7/24/2002,7/23/2003,29770
83529,7/25/2001,7/23/2002,28350
83529,7/24/2000,7/24/2001,27520
83529,7/24/1999,7/23/2000,26720
83529,7/25/1998,7/24/1999,25940
83529,7/26/1997,7/24/1998,25180
83529,7/25/1996,7/25/1997,23310
83529,7/25/1995,7/24/1996,21580
83529,7/26/1994,7/25/1995,20550
83529,7/27/1993,7/25/1994,19950
83529,7/26/1992,7/26/1993,19370
83529,7/26/1991,7/25/1992,18810
83529,7/27/1990,7/26/1991,18260
83532,4/13/2013, NULL ,60260
83532,4/12/2012,4/12/2013,58500
83532,4/12/2011,4/11/2012,53180
83532,4/13/2010,4/12/2011,49240
83532,4/14/2009,4/12/2010,45590
83532,4/13/2008,4/13/2009,44260
83532,4/13/2007,4/12/2008,42150
83532,4/14/2006,4/13/2007,39030
83532,4/15/2005,4/13/2006,37170
83532,4/14/2004,4/14/2005,36090
83532,4/14/2003,4/13/2004,35040
83532,4/15/2002,4/14/2003,33370
83532,4/16/2001,4/14/2002,32400
83532,4/15/2000,4/15/2001,31460
83532,4/15/1999,4/14/2000,30540
83532,4/16/1998,4/15/1999,29090
83532,4/17/1997,4/15/1998,28240
83532,4/16/1996,4/16/1997,27420
83532,4/16/1995,4/15/1996,25390
83532,4/17/1994,4/16/1995,24650
83532,4/18/1993,4/16/1994,23930
83532,4/17/1992,4/17/1993,22790
83532,4/17/1991,4/16/1992,22130
83532,4/18/1990,4/17/1991,21490
83532,4/19/1989,4/17/1990,20470
83532,4/18/1988,4/18/1989,18950
83532,4/18/1987,4/17/1988,17550
83534,3/20/2013, NULL ,33000
83534,3/19/2012,3/19/2013,32040
83534,3/19/2011,3/18/2012,30510
83534,3/20/2010,3/19/2011,29620
83534,3/21/2009,3/19/2010,28760
83534,3/20/2008,3/20/2009,27920
83534,3/20/2007,3/19/2008,26590
83534,3/21/2006,3/20/2007,25320
83534,3/22/2005,3/20/2006,24580
83537,1/16/2014, NULL ,136000
83537,1/15/2013,1/15/2014,132040
83537,1/15/2012,1/14/2013,125750
83537,1/16/2011,1/15/2012,122090
83537,1/17/2010,1/15/2011,110990
83537,1/16/2009,1/16/2010,107760
83537,1/16/2008,1/15/2009,102630
83537,1/17/2007,1/16/2008,97740
83537,1/18/2006,1/16/2007,94890
83537,1/17/2005,1/17/2006,92130
83537,1/17/2004,1/16/2005,89450
83537,1/18/2003,1/17/2004,86840
83537,1/19/2002,1/17/2003,84310
83537,1/18/2001,1/18/2002,80300
83537,1/18/2000,1/17/2001,77960
83537,1/19/1999,1/18/2000,74250
83537,1/20/1998,1/18/1999,70710
83537,1/19/1997,1/19/1998,68650
83537,1/19/1996,1/18/1997,65380
83537,1/20/1995,1/19/1996,63480
83537,1/21/1994,1/19/1995,61630
83537,1/20/1993,1/20/1994,58700
83542,1/29/2014, NULL ,32000
83542,1/28/2013,1/28/2014,30480
83542,1/28/2012,1/27/2013,28220
83542,1/29/2011,1/28/2012,26880
83542,1/30/2010,1/28/2011,25600
83542,1/29/2009,1/29/2010,24380
83542,1/29/2008,1/28/2009,23670
83542,1/30/2007,1/29/2008,22980
83542,1/31/2006,1/29/2007,22310
83542,1/30/2005,1/30/2006,20280
83542,1/30/2004,1/29/2005,19310
83542,1/31/2003,1/30/2004,18390
83542,2/1/2002,1/30/2003,17850
83542,1/31/2001,1/31/2002,17330
83542,1/31/2000,1/30/2001,16500
83542,2/1/1999,1/31/2000,16020
83542,2/2/1998,1/31/1999,15260
83542,2/1/1997,2/1/1998,14530
83542,2/1/1996,1/31/1997,13840
83542,2/2/1995,2/1/1996,12810
83542,2/3/1994,2/1/1995,12440
83542,2/2/1993,2/2/1994,11520
83542,2/2/1992,2/1/1993,10970
83542,2/3/1991,2/2/1992,10450
83542,2/4/1990,2/2/1991,9950
83542,2/3/1989,2/3/1990,9660
83542,2/3/1988,2/2/1989,8940
83542,2/4/1987,2/3/1988,8130
83542,2/5/1986,2/3/1987,7740
83542,2/4/1985,2/4/1986,7510
83542,2/4/1984,2/3/1985,7290
83542,2/5/1983,2/4/1984,6940
83543,6/9/2013, NULL ,47700
83543,6/8/2012,6/8/2013,45430
83543,6/8/2011,6/7/2012,44110
83543,6/9/2010,6/8/2011,42830
83543,6/10/2009,6/8/2010,40790
83543,6/9/2008,6/9/2009,38850
83543,6/9/2007,6/8/2008,37720
83543,6/10/2006,6/9/2007,34290
83543,6/11/2005,6/9/2006,32660
83543,6/10/2004,6/10/2005,31710
83543,6/10/2003,6/9/2004,30200
83543,6/11/2002,6/10/2003,29320
83543,6/12/2001,6/10/2002,28470
83543,6/11/2000,6/11/2001,25880
83543,6/11/1999,6/10/2000,23960
83543,6/12/1998,6/11/1999,23260
83543,6/13/1997,6/11/1998,22580
83543,6/12/1996,6/12/1997,21920
83543,6/12/1995,6/11/1996,21280
83543,6/13/1994,6/12/1995,20660
83543,6/14/1993,6/12/1994,20060
83543,6/13/1992,6/13/1993,19480
83543,6/13/1991,6/12/1992,18910
83543,6/14/1990,6/13/1991,18360
83543,6/15/1989,6/13/1990,17000
83543,6/14/1988,6/14/1989,16190
83543,6/14/1987,6/13/1988,15420
83543,6/15/1986,6/14/1987,14970
83543,6/16/1985,6/14/1986,13610
83543,6/15/1984,6/15/1985,13210
83543,6/15/1983,6/14/1984,12830
83543,6/16/1982,6/15/1983,12220
83543,6/17/1981,6/15/1982,11860
83543,6/16/1980,6/16/1981,11300
83543,6/16/1979,6/15/1980,10760
83543,6/17/1978,6/16/1979,10250
83545,6/13/2013, NULL ,43500
83545,6/12/2012,6/12/2013,42230
83545,6/12/2011,6/11/2012,41000
83545,6/13/2010,6/12/2011,39810
83545,6/14/2009,6/12/2010,38650
83545,6/13/2008,6/13/2009,36810
83545,6/13/2007,6/12/2008,35740
83545,6/14/2006,6/13/2007,34700
83545,6/15/2005,6/13/2006,33050
83545,6/14/2004,6/14/2005,32090
83545,6/14/2003,6/13/2004,30560
83545,6/15/2002,6/14/2003,29670
83545,6/16/2001,6/14/2002,27470
83545,6/15/2000,6/15/2001,26160
83545,6/15/1999,6/14/2000,25400
83545,6/16/1998,6/15/1999,24660
83545,6/17/1997,6/15/1998,23490
83545,6/16/1996,6/16/1997,22370
83545,6/16/1995,6/15/1996,21300
83545,6/17/1994,6/16/1995,20680
83545,6/18/1993,6/16/1994,19700
83545,6/17/1992,6/17/1993,19130
83545,6/17/1991,6/16/1992,18570
83545,6/18/1990,6/17/1991,17190
83545,6/19/1989,6/17/1990,16370
83547,6/14/2013, NULL ,26500
83547,6/13/2012,6/13/2013,25730
83547,6/13/2011,6/12/2012,23390
83547,6/14/2010,6/13/2011,22710
83547,6/15/2009,6/13/2010,22050
83547,6/14/2008,6/14/2009,20050
83547,6/14/2007,6/13/2008,18230
83547,6/15/2006,6/14/2007,17360
83547,6/16/2005,6/14/2006,16850
83547,6/15/2004,6/15/2005,16050
83547,6/15/2003,6/14/2004,15580
83547,6/16/2002,6/15/2003,14430
83547,6/17/2001,6/15/2002,14010
83547,6/16/2000,6/16/2001,13340
83547,6/16/1999,6/15/2000,12950
83547,6/17/1998,6/16/1999,12570
83547,6/18/1997,6/16/1998,12200
83547,6/17/1996,6/17/1997,11840
83547,6/17/1995,6/16/1996,11280
83547,6/18/1994,6/17/1995,10740
83547,6/19/1993,6/17/1994,10430
83547,6/18/1992,6/18/1993,10130
83547,6/18/1991,6/17/1992,9830
83547,6/19/1990,6/18/1991,9540
83547,6/20/1989,6/18/1990,9260
83547,6/19/1988,6/19/1989,8820
83547,6/19/1987,6/18/1988,8400
83547,6/20/1986,6/19/1987,8000
83547,6/21/1985,6/19/1986,7770
83547,6/20/1984,6/20/1985,7190
83547,6/20/1983,6/19/1984,6850
83547,6/21/1982,6/20/1983,6520
83555,12/24/2013, NULL ,45250
83555,12/23/2012,12/23/2013,43100
83555,12/23/2011,12/22/2012,41050
83555,12/24/2010,12/23/2011,38010
83555,12/25/2009,12/23/2010,36200
83555,12/24/2008,12/24/2009,35150
83555,12/24/2007,12/23/2008,33480
83555,12/25/2006,12/24/2007,32500
83555,12/26/2005,12/24/2006,31550
83555,12/25/2004,12/25/2005,30050
83555,12/25/2003,12/24/2004,28620
83555,12/26/2002,12/25/2003,27790
83555,12/27/2001,12/25/2002,26980
83555,12/26/2000,12/26/2001,24980
83555,12/26/1999,12/25/2000,22710
83555,12/27/1998,12/26/1999,21630
83555,12/28/1997,12/26/1998,20600
83555,12/27/1996,12/27/1997,20000
83555,12/27/1995,12/26/1996,18520
83555,12/28/1994,12/27/1995,17150
83555,12/29/1993,12/27/1994,16650
83555,12/28/1992,12/28/1993,15420
83555,12/28/1991,12/27/1992,14970
83555,12/29/1990,12/28/1991,14530
83555,12/30/1989,12/28/1990,14110
83555,12/29/1988,12/29/1989,13700
83555,12/29/1987,12/28/1988,12450
83555,12/30/1986,12/29/1987,11860
83555,12/31/1985,12/29/1986,11510
83558,11/4/2013, NULL ,83600
83558,11/6/2000,11/6/2001,38580
83558,11/6/1999,11/5/2000,36740
83558,11/7/1998,11/6/1999,35670
83558,11/8/1997,11/6/1998,34630
83558,11/7/1996,11/7/1997,32980
83558,11/7/1995,11/6/1996,32020
83558,11/8/1994,11/7/1995,30500
83558,11/5/2004,11/5/2005,48190
83558,11/5/2003,11/4/2004,46790
83558,11/6/2002,11/5/2003,44560
83558,11/7/2001,11/5/2002,40510
83558,11/3/2012,11/3/2013,77410
83558,11/3/2011,11/2/2012,70370
83558,11/4/2010,11/3/2011,68320
83558,11/5/2009,11/3/2010,65070
83558,11/4/2008,11/4/2009,61970
83558,11/4/2007,11/3/2008,57380
83558,11/5/2006,11/4/2007,54650
83558,11/6/2005,11/4/2006,50600
83562,11/23/2013, NULL ,73150
83562,11/22/2012,11/22/2013,71020
83562,11/22/2011,11/21/2012,68950
83564,1/8/2014, NULL ,26500
83564,1/7/2013,1/7/2014,25730
83564,1/7/2012,1/6/2013,24500
83564,1/8/2011,1/7/2012,23330
83564,1/9/2010,1/7/2011,22650
83564,1/8/2009,1/8/2010,20970
83564,1/8/2008,1/7/2009,20360
83564,1/9/2007,1/8/2008,19770
83564,1/10/2006,1/8/2007,19190
83564,1/9/2005,1/9/2006,18630
83564,1/9/2004,1/8/2005,18090
83564,1/10/2003,1/9/2004,17230
83564,1/11/2002,1/9/2003,16730
83564,1/10/2001,1/10/2002,16240
83564,1/10/2000,1/9/2001,15770
83564,1/11/1999,1/10/2000,15020
83564,1/12/1998,1/10/1999,14580
83564,1/11/1997,1/11/1998,14160
83564,1/11/1996,1/10/1997,13750
83564,1/12/1995,1/11/1996,12730
83564,1/13/1994,1/11/1995,11790
83564,1/12/1993,1/12/1994,11450
83564,1/12/1992,1/11/1993,10600
83564,1/13/1991,1/12/1992,10290
83564,1/14/1990,1/12/1991,9800
83564,1/13/1989,1/13/1990,9330
83564,1/13/1988,1/12/1989,9060
83565,7/15/2013, NULL ,133000
83565,7/14/2012,7/14/2013,120910
83565,7/14/2011,7/13/2012,117390
83565,7/15/2010,7/14/2011,111800
83565,7/16/2009,7/14/2010,106480
83565,7/15/2008,7/15/2009,103380
83565,7/15/2007,7/14/2008,100370
83565,7/16/2006,7/15/2007,95590
83565,7/17/2005,7/15/2006,92810
83565,7/16/2004,7/16/2005,88390
83565,7/16/2003,7/15/2004,85820
83565,7/17/2002,7/16/2003,81730
83565,7/18/2001,7/16/2002,75680
83565,7/17/2000,7/17/2001,72080
83565,7/17/1999,7/16/2000,65530
83565,7/18/1998,7/17/1999,63620
83565,7/19/1997,7/17/1998,57840
83565,7/18/1996,7/18/1997,53560
83565,7/18/1995,7/17/1996,51010
83565,7/19/1994,7/18/1995,49520
83565,7/20/1993,7/18/1994,48080
83569,5/19/2013, NULL ,37000
83569,5/18/2012,5/18/2013,35240
83569,5/18/2011,5/17/2012,34210
83573,7/24/2013, NULL ,37750
83573,7/23/2012,7/23/2013,36650
83573,7/23/2011,7/22/2012,35580
83573,7/24/2010,7/23/2011,34540
83573,7/25/2009,7/23/2010,33530
83573,7/24/2008,7/24/2009,32550
83573,7/24/2007,7/23/2008,31600
83573,7/25/2006,7/24/2007,29260
83573,7/26/2005,7/24/2006,27090
83573,7/25/2004,7/25/2005,25800
83573,7/25/2003,7/24/2004,24570
83573,7/26/2002,7/25/2003,23400
83575,3/11/2013, NULL ,87300
83575,3/10/2012,3/10/2013,83140
83575,3/10/2011,3/9/2012,80720
83575,3/11/2010,3/10/2011,76880
83575,3/12/2009,3/10/2010,73220
83575,3/11/2008,3/11/2009,69730
83575,3/11/2007,3/10/2008,67700
83575,3/12/2006,3/11/2007,61550
83575,3/13/2005,3/11/2006,58620
83575,3/12/2004,3/12/2005,55830
83575,3/12/2003,3/11/2004,50750
83575,3/13/2002,3/12/2003,46990
83575,3/14/2001,3/12/2002,42720
83575,3/13/2000,3/13/2001,41480
83575,3/13/1999,3/12/2000,38410
83575,3/14/1998,3/13/1999,37290
83575,3/15/1997,3/13/1998,35510
83575,3/14/1996,3/14/1997,33820
83575,3/14/1995,3/13/1996,32830
83575,3/15/1994,3/14/1995,31870
83575,3/16/1993,3/14/1994,30940
83575,3/15/1992,3/15/1993,30040
83575,3/15/1991,3/14/1992,28610
83575,3/16/1990,3/15/1991,26490
83583,2/2/2013, NULL ,32400
83583,2/2/2012,2/1/2013,30000
83583,2/3/2011,2/2/2012,29130
83583,2/4/2010,2/2/2011,28280
83583,2/3/2009,2/3/2010,27460
83583,2/3/2008,2/2/2009,25430
83583,2/4/2007,2/3/2008,24690
83583,2/5/2006,2/3/2007,23970
83583,2/4/2005,2/4/2006,22830
83583,2/4/2004,2/3/2005,21740
83583,2/5/2003,2/4/2004,20700
83583,2/6/2002,2/4/2003,19710
83593,1/2/2014, NULL ,129000
83593,1/1/2013,1/1/2014,117270
83593,1/1/2012,12/31/2012,113850
83593,1/2/2011,1/1/2012,108430
83593,1/3/2010,1/1/2011,105270
83593,1/2/2009,1/2/2010,100260
83593,1/2/2008,1/1/2009,97340
83593,1/3/2007,1/2/2008,94500
83593,1/4/2006,1/2/2007,91750
83593,1/3/2005,1/3/2006,84950
83593,1/3/2004,1/2/2005,82480
83593,1/4/2003,1/3/2004,80080
83593,1/5/2002,1/3/2003,77750
83593,1/4/2001,1/4/2002,75490
83593,1/4/2000,1/3/2001,71900
83593,1/5/1999,1/4/2000,66570
83593,1/6/1998,1/4/1999,64630
83593,1/5/1997,1/5/1998,61550
83593,1/5/1996,1/4/1997,58620
83593,1/6/1995,1/5/1996,56910
83593,1/7/1994,1/5/1995,55250
83595,10/16/2013, NULL ,54450
83595,10/15/2012,10/15/2013,52860
83595,10/15/2011,10/14/2012,51320
83595,10/16/2010,10/15/2011,48880
83595,10/17/2009,10/15/2010,47460
83595,10/16/2008,10/16/2009,46080
83595,10/16/2007,10/15/2008,44740
83595,10/17/2006,10/16/2007,42610
83595,10/18/2005,10/16/2006,40580
83595,10/17/2004,10/17/2005,38650
83595,10/17/2003,10/16/2004,36810
83595,10/18/2002,10/17/2003,34080
83595,10/19/2001,10/17/2002,33090
83595,10/18/2000,10/18/2001,31510
83595,10/18/1999,10/17/2000,30010
83595,10/19/1998,10/18/1999,28580
83595,10/20/1997,10/18/1998,27750
83595,10/19/1996,10/19/1997,26940
83595,10/19/1995,10/18/1996,26160
83595,10/20/1994,10/19/1995,24910
83595,10/21/1993,10/19/1994,24180
83602,9/28/2013, NULL ,45300
83602,9/27/2012,9/27/2013,43980
83602,9/27/2011,9/26/2012,41890
83602,9/28/2010,9/27/2011,40670
83602,9/29/2009,9/27/2010,39490
83602,9/28/2008,9/28/2009,37610
83602,9/28/2007,9/27/2008,35820
83602,9/29/2006,9/28/2007,34780
83602,9/30/2005,9/28/2006,33120
83603,1/27/2014, NULL ,33250
83603,1/26/2013,1/26/2014,30790
83603,1/26/2012,1/25/2013,29320
83607,12/8/2013, NULL ,85950
83607,12/7/2012,12/7/2013,81860
83607,12/7/2011,12/6/2012,79480
83607,12/8/2010,12/7/2011,77170
83607,12/9/2009,12/7/2010,70150
83607,12/8/2008,12/8/2009,66810
83607,12/8/2007,12/7/2008,61860
83607,12/9/2006,12/8/2007,58910
83607,12/10/2005,12/8/2006,56100
83607,12/9/2004,12/9/2005,53430
83607,12/9/2003,12/8/2004,50890
83607,12/10/2002,12/9/2003,49410
83607,12/11/2001,12/9/2002,47060
83607,12/10/2000,12/10/2001,43570
83607,12/10/1999,12/9/2000,42300
83607,12/11/1998,12/10/1999,40290
83607,12/12/1997,12/10/1998,39120
83607,12/11/1996,12/11/1997,37260
83607,12/11/1995,12/10/1996,36170
83607,12/12/1994,12/11/1995,34450
83607,12/13/1993,12/11/1994,32810
83607,12/12/1992,12/12/1993,31250
83607,12/12/1991,12/11/1992,30340
83607,12/13/1990,12/12/1991,29460
83607,12/14/1989,12/12/1990,26780
83607,12/13/1988,12/13/1989,25500
83607,12/13/1987,12/12/1988,24290
83608,7/3/2013, NULL ,40500
83608,7/2/2012,7/2/2013,39320
83608,7/2/2011,7/1/2012,37450
83608,7/3/2010,7/2/2011,36360
83608,7/4/2009,7/2/2010,34630
83608,7/3/2008,7/3/2009,32060
83608,7/3/2007,7/2/2008,30530
83608,7/4/2006,7/3/2007,28270
83608,7/5/2005,7/3/2006,26920
83608,7/4/2004,7/4/2005,25640
83608,7/4/2003,7/3/2004,24890
83608,7/5/2002,7/4/2003,24170
83608,7/6/2001,7/4/2002,23470
83608,7/5/2000,7/5/2001,22790
83608,7/5/1999,7/4/2000,21700
83608,7/6/1998,7/5/1999,21070
83608,7/7/1997,7/5/1998,20070
83608,7/6/1996,7/6/1997,18250
83608,7/6/1995,7/5/1996,17380
83608,7/7/1994,7/6/1995,16870
83608,7/8/1993,7/6/1994,16380
83608,7/7/1992,7/7/1993,15900
